nome,valor,cpf,matricula,inclusao
Igor Cunha,350.03,428.887.877-25,43800,6/22/2019
Erick Santos,881.10,961.034.570-09,32404,6/13/2019
Nicolash Alves,115.41,903.457.338-94,46571,6/30/2019
Leila Pereira,453.38,443.606.930-36,37920,6/15/2019
João Rocha,221.70,273.525.310-41,13659,6/17/2019
Bruna Almeida,788.32,664.386.815-71,22315,6/16/2019
Beatriz Rocha,372.56,252.213.240-75,39052,6/15/2019
Cauã Azevedo,975.46,175.671.489-43,10068,6/5/2019
Alex Goncalves,780.98,627.803.580-41,29261,6/29/2019
Marisa Rocha,746.07,822.234.452-84,12376,6/8/2019
Victor Barros,171.86,382.646.132-09,23051,6/4/2019
Lavinia Alves,674.35,754.618.409-65,43831,6/19/2019
Samuel Cunha,961.84,709.798.283-76,48452,6/12/2019
José Oliveira,462.10,366.274.506-23,35856,6/25/2019
Julieta Lima,876.39,668.371.983-78,12482,6/6/2019
José Oliveira,868.73,451.336.397-59,36562,6/5/2019
Marcos Correia,119.68,557.849.406-43,37412,6/25/2019
Carlos Cardoso,731.55,217.573.653-97,44457,6/28/2019
Otávio Barbosa,935.06,274.358.164-69,12279,6/22/2019
Mateus Araujo,584.71,681.287.709-34,18310,6/5/2019
Tânia Correia,603.60,941.562.104-48,18315,6/6/2019
Kauã Ferreira,243.84,875.827.841-97,26146,6/1/2019
Leonor Almeida,636.50,402.843.537-44,12690,6/19/2019
Camila Barros,548.77,984.139.814-17,47309,6/16/2019
Fábio Martins,446.53,712.471.242-40,32510,6/20/2019
Igor Fernandes,161.04,310.937.765-95,34950,6/21/2019
Douglas Correia,691.77,459.681.454-63,20537,6/4/2019
Carolina Rodrigues,916.70,260.094.327-74,13669,6/2/2019
Kai Oliveira,920.15,127.207.573-73,48174,6/17/2019
Matheus Gomes,229.48,616.005.844-46,26383,6/30/2019
Emily Costa,511.76,558.929.977-23,18885,6/28/2019
Tomás Ribeiro,952.63,305.121.332-20,25170,6/17/2019
Kai Pereira,861.73,946.285.645-15,28344,6/2/2019
Marcos Oliveira,300.24,590.367.812-21,25107,6/7/2019
Sophia Santos,422.27,862.648.743-61,49051,6/24/2019
Alex Goncalves,933.49,744.085.832-86,46179,6/12/2019
Isabelle Araujo,588.21,629.058.320-45,23993,6/30/2019
Raissa Pereira,989.68,688.765.912-30,35019,6/20/2019
Ana Rocha,816.20,209.619.060-65,31935,6/13/2019
Vitória Pinto,575.98,970.756.128-91,49475,6/4/2019
Gabriel Souza,504.86,652.778.899-14,33355,6/15/2019
Rodrigo Oliveira,147.40,282.674.160-80,41634,6/5/2019
Vitória Fernandes,306.81,802.205.348-10,12697,6/1/2019
Rebeca Lima,349.65,986.085.878-07,37297,6/29/2019
Victor Araujo,424.50,184.089.566-71,35808,6/22/2019
Kauan Almeida,225.76,248.505.474-60,36165,6/21/2019
Vitoria Araujo,167.22,732.134.856-32,34061,6/22/2019
Sarah Goncalves,851.88,258.438.205-99,11793,6/23/2019
Ágatha Cunha,381.72,598.709.337-69,38862,6/25/2019
Lara Barros,834.68,393.930.956-71,39997,6/28/2019
Kai Goncalves,676.67,931.707.814-13,18136,6/27/2019
Douglas Costa,173.45,215.938.266-30,20154,6/1/2019
Fernanda Azevedo,457.99,841.992.458-04,31061,6/1/2019
Julia Barros,252.63,948.539.973-18,27900,6/15/2019
Vitór Castro,107.30,184.056.921-26,34689,6/11/2019
Otávio Ferreira,190.11,186.807.790-08,40880,6/14/2019
Luis Alves,392.44,253.718.338-03,13897,6/22/2019
Julieta Rocha,159.78,987.062.016-79,33403,6/23/2019
Otávio Cavalcanti,720.52,262.604.090-87,30735,6/30/2019
Alex Santos,468.45,634.873.919-88,46905,6/11/2019
Emily Cavalcanti,962.08,830.295.052-19,44287,6/2/2019
Erick Cunha,840.53,689.476.286-46,40956,6/11/2019
Tomás Barbosa,723.39,161.083.290-68,36554,6/18/2019
Sofia Silva,947.66,863.575.734-34,15522,6/10/2019
Martim Alves,502.44,366.087.357-82,13225,6/21/2019
Martim Ferreira,460.36,805.562.472-05,10670,6/30/2019
Nicolas Ferreira,916.28,808.466.503-04,33382,6/5/2019
Melissa Ribeiro,586.50,714.160.395-62,41723,6/27/2019
José Goncalves,190.54,820.205.677-25,19462,6/16/2019
Breno Almeida,538.17,274.873.440-88,27281,6/19/2019
Ryan Oliveira,226.41,575.067.901-22,28065,6/19/2019
Rafaela Correia,892.08,983.582.522-00,46174,6/4/2019
Luis Santos,545.73,355.287.630-88,31354,6/14/2019
Larissa Cunha,791.93,593.648.780-60,40476,6/4/2019
Isabella Araujo,214.48,210.581.703-33,33840,6/8/2019
Felipe Costa,939.80,806.723.136-26,10505,6/25/2019
Eduarda Sousa,255.05,589.764.043-27,29907,6/14/2019
Erick Ferreira,308.05,376.612.681-40,14509,6/10/2019
Bruna Almeida,318.27,434.497.394-17,46897,6/30/2019
Eduarda Rodrigues,971.75,310.607.004-84,39340,6/21/2019
Douglas Correia,876.72,403.858.198-54,14948,6/19/2019
Carlos Santos,358.31,871.921.859-14,27624,6/15/2019
Alex Alves,218.60,541.734.754-03,34562,6/4/2019
Matilde Oliveira,439.05,326.143.569-05,28020,6/19/2019
Lavinia Souza,581.36,934.955.364-34,29045,6/25/2019
Pedro Martins,135.73,719.102.282-57,38744,6/13/2019
Rafael Pinto,368.49,949.556.592-84,43734,6/11/2019
Erick Fernandes,125.37,987.180.630-20,39916,6/17/2019
Eduarda Rocha,636.92,121.719.104-61,21403,6/10/2019
Evelyn Fernandes,420.70,300.673.887-01,31403,6/21/2019
Tomás Ferreira,737.12,873.116.463-32,41827,6/17/2019
Luan Sousa,739.08,814.355.262-44,21624,6/27/2019
Eduarda Pinto,401.37,903.621.144-12,40247,6/30/2019
Daniel Sousa,645.30,303.625.935-07,10695,6/26/2019
Kai Santos,128.48,175.349.007-35,42347,6/14/2019
Bruno Pinto,273.55,589.358.352-34,27933,6/15/2019
Leonor Oliveira,971.90,605.532.854-24,16771,6/9/2019
Matilde Almeida,171.61,491.013.800-52,19645,6/12/2019
Guilherme Cunha,588.49,990.001.951-28,29733,6/13/2019
Murilo Castro,451.32,239.958.883-56,27183,6/25/2019
Breno Pereira,648.04,557.056.607-40,23956,6/25/2019
Ágatha Alves,881.88,769.999.037-43,12669,6/17/2019
Alex Castro,557.34,963.311.058-08,23750,6/22/2019
Kai Souza,272.36,610.601.942-87,20792,6/22/2019
Gabriel Lima,565.15,100.758.220-08,43643,6/21/2019
Julian Martins,376.83,440.198.552-42,16569,6/14/2019
Pedro Azevedo,448.63,211.070.097-15,32948,6/21/2019
Larissa Barbosa,161.03,750.344.296-40,46083,6/9/2019
Eduarda Almeida,961.29,313.095.674-33,44970,6/24/2019
Giovanna Castro,466.91,540.528.063-10,33983,6/23/2019
Nicole Pinto,684.25,181.195.381-61,15121,6/6/2019
Beatrice Oliveira,465.40,973.156.936-70,20531,6/24/2019
Tânia Melo,460.80,305.018.313-63,31094,6/14/2019
Gabriela Pereira,664.78,126.345.770-36,20002,6/8/2019
Marcos Santos,804.02,564.242.241-30,30164,6/30/2019
Isabella Rodrigues,947.70,530.677.213-73,28890,6/27/2019
Vitór Dias,992.33,283.556.569-89,11046,6/9/2019
Lucas Cardoso,752.86,327.476.385-37,23551,6/28/2019
Alice Costa,236.26,722.496.133-70,20405,6/28/2019
Carla Rodrigues,797.57,987.828.246-57,14332,6/1/2019
Julian Pereira,957.33,493.643.735-29,45121,6/16/2019
Carla Oliveira,749.78,948.396.434-23,27899,6/6/2019
Gabrielly Carvalho,360.28,782.181.518-77,18961,6/26/2019
Daniel Souza,863.14,374.057.328-79,18028,6/3/2019
Renan Goncalves,432.02,731.669.039-92,29325,6/26/2019
Davi Azevedo,675.72,893.237.841-09,14012,6/5/2019
Rafael Alves,695.92,126.885.170-15,20877,6/29/2019
Rebeca Barros,749.84,711.357.237-53,28915,6/2/2019
Yasmin Souza,330.03,186.288.242-86,30502,6/7/2019
Renan Souza,138.11,404.891.144-90,21136,6/17/2019
Nicolash Almeida,193.53,808.473.869-02,35035,6/25/2019
Sarah Ribeiro,292.12,299.875.217-97,12119,6/30/2019
Tiago Rocha,821.71,994.888.565-13,48647,6/10/2019
Beatriz Oliveira,567.83,613.165.237-64,19262,6/13/2019
Luan Goncalves,426.48,631.957.535-29,39017,6/8/2019
Julian Goncalves,402.79,630.942.471-80,48575,6/16/2019
Miguel Almeida,652.17,382.655.239-39,42029,6/24/2019
Eduardo Sousa,762.35,439.818.582-80,25651,6/16/2019
Matheus Lima,114.07,171.877.288-24,38059,6/15/2019
Samuel Correia,391.84,318.358.643-68,15955,6/14/2019
Joao Santos,573.68,644.139.014-01,24167,6/8/2019
Larissa Oliveira,156.80,150.732.903-21,49479,6/7/2019
Vitor Carvalho,800.01,988.356.204-73,44749,6/24/2019
João Gomes,506.18,611.039.627-36,24472,6/20/2019
Diogo Sousa,452.67,434.540.176-37,42109,6/2/2019
Laura Ribeiro,980.29,684.298.286-30,42718,6/23/2019
Eduarda Santos,788.72,257.638.281-94,10572,6/26/2019
Murilo Dias,450.15,645.111.109-05,20425,6/20/2019
Aline Ribeiro,866.34,465.232.491-07,26606,6/16/2019
Carla Rodrigues,299.81,248.806.234-07,39124,6/21/2019
Gabriela Carvalho,667.93,855.516.643-84,22912,6/23/2019
Ryan Costa,936.58,871.705.997-67,48268,6/17/2019
Thaís Silva,165.26,215.469.241-91,36767,6/18/2019
Emily Silva,244.76,837.154.920-23,26075,6/16/2019
Kai Ferreira,223.15,590.664.651-58,42109,6/22/2019
Beatrice Cardoso,164.70,679.308.361-93,16516,6/7/2019
Luan Ribeiro,771.59,478.285.838-85,21944,6/12/2019
Maria Gomes,680.36,205.751.720-96,48368,6/9/2019
Eduardo Ferreira,546.43,507.354.378-58,27481,6/17/2019
Rafael Rodrigues,296.19,291.978.575-30,24270,6/22/2019
Carolina Correia,974.89,543.326.039-90,21341,6/7/2019
Gabriel Almeida,265.20,458.254.498-33,46175,6/15/2019
Murilo Cunha,147.06,876.560.287-06,40997,6/16/2019
Júlia Cavalcanti,418.55,178.929.307-36,28896,6/13/2019
Breno Sousa,310.85,797.073.273-91,19634,6/16/2019
Gabrielly Castro,499.88,256.937.524-10,21682,6/18/2019
Yasmin Carvalho,534.68,721.812.047-48,40191,6/15/2019
Enzo Ribeiro,239.75,332.203.109-82,39678,6/22/2019
Thaís Carvalho,150.75,722.958.297-04,32893,6/19/2019
Antônio Souza,224.93,683.398.054-36,41952,6/20/2019
Matilde Rocha,970.44,715.750.213-58,28133,6/9/2019
Ryan Goncalves,364.89,703.424.906-72,26201,6/25/2019
Larissa Gomes,699.37,511.622.198-90,23087,6/29/2019
Kauan Ferreira,672.29,180.185.479-39,18441,6/7/2019
Rebeca Ribeiro,988.08,843.117.415-37,25474,6/6/2019
Kauã Sousa,771.70,566.711.600-66,27932,6/9/2019
Matheus Alves,621.16,856.364.278-24,42144,6/10/2019
Cauã Alves,972.33,576.028.775-35,43269,6/1/2019
Lucas Melo,869.25,630.479.858-04,38793,6/11/2019
Sarah Dias,533.17,130.623.690-86,21710,6/24/2019
Matilde Oliveira,826.95,172.262.193-10,26822,6/23/2019
Julian Cardoso,832.12,235.802.757-04,19570,6/10/2019
Nicolash Silva,766.57,262.627.683-94,13109,6/9/2019
Luana Carvalho,480.87,277.789.125-70,35858,6/17/2019
Rodrigo Oliveira,750.20,968.932.315-63,26499,6/21/2019
Julian Ribeiro,494.25,209.268.310-11,29320,6/9/2019
Otávio Almeida,107.12,904.567.703-21,11263,6/19/2019
Paulo Santos,723.23,546.222.845-70,38908,6/12/2019
Miguel Castro,960.38,277.060.312-41,43549,6/28/2019
Vitoria Silva,783.00,631.289.873-35,31660,6/26/2019
Miguel Pereira,945.50,624.562.115-10,43536,6/3/2019
Nicolas Cunha,741.54,265.021.909-28,18070,6/27/2019
Carlos Dias,113.08,501.859.293-11,37273,6/18/2019
Luana Azevedo,658.18,745.715.010-21,14987,6/18/2019
Ana Dias,479.89,628.660.624-69,22465,6/17/2019
Samuel Melo,544.98,244.946.651-77,18416,6/22/2019
Anna Barros,634.72,590.991.502-96,20603,6/7/2019
Julian Rodrigues,359.00,862.596.275-05,44089,6/4/2019
Kaua Azevedo,181.69,575.595.966-81,14295,6/24/2019
André Rodrigues,867.17,435.610.038-77,22684,6/28/2019
Gabriela Rocha,880.01,534.982.209-85,12331,6/21/2019
Luís Martins,271.61,942.008.930-45,22452,6/1/2019
Julia Carvalho,927.44,125.194.943-60,21022,6/8/2019
Sofia Araujo,690.81,289.149.774-04,20953,6/12/2019
Marcos Cardoso,978.57,227.669.506-48,22495,6/13/2019
Diego Rocha,791.29,862.158.880-36,23767,6/8/2019
Lara Gomes,392.38,556.269.099-31,40094,6/12/2019
Vitoria Dias,441.03,261.399.617-00,19581,6/6/2019
Tiago Souza,377.21,637.511.764-03,11783,6/28/2019
André Rodrigues,659.80,977.348.218-98,25704,6/27/2019
Ana Oliveira,456.68,710.546.794-01,46584,6/22/2019
Júlio Cavalcanti,857.51,705.566.989-83,14533,6/14/2019
Guilherme Dias,250.75,774.225.290-24,43950,6/14/2019
Carla Barbosa,306.53,507.385.323-71,42906,6/19/2019
Tânia Correia,755.09,654.975.000-80,22903,6/12/2019
Alice Silva,321.98,593.734.056-67,21623,6/22/2019
Ana Cavalcanti,409.80,275.358.370-69,30486,6/4/2019
André Barros,698.39,252.371.513-96,11612,6/2/2019
Erick Barbosa,960.12,887.881.220-00,48576,6/29/2019
Ágatha Gomes,152.33,724.456.824-01,13278,6/11/2019
Cauã Cardoso,700.92,575.666.724-52,44763,6/18/2019
Rebeca Correia,377.11,391.594.951-54,46051,6/8/2019
Isabela Ribeiro,407.63,551.912.974-66,26227,6/15/2019
Brenda Ribeiro,803.38,858.098.414-90,18068,6/6/2019
Camila Pereira,483.57,159.758.348-05,16760,6/25/2019
Julieta Gomes,625.99,666.870.073-00,10026,6/2/2019
Rafael Almeida,769.88,314.558.018-36,37402,6/27/2019
Gabrielle Goncalves,350.76,626.754.272-68,44802,6/5/2019
Carolina Carvalho,123.41,635.467.172-95,17177,6/21/2019
Emily Oliveira,156.05,914.730.555-04,43444,6/1/2019
Fábio Rodrigues,880.71,595.403.243-27,24005,6/21/2019
João Lima,293.53,940.074.594-01,16416,6/14/2019
Rafaela Alves,527.44,635.141.961-17,35882,6/11/2019
Igor Correia,114.95,954.184.080-97,22204,6/2/2019
Kauã Fernandes,272.69,424.274.958-91,17836,6/23/2019
Larissa Gomes,794.05,880.403.614-19,31180,6/11/2019
Leonardo Castro,404.04,534.343.351-02,46225,6/19/2019
Kauã Oliveira,530.86,732.863.795-14,20318,6/16/2019
Nicolas Costa,111.26,962.140.714-19,10087,6/6/2019
Gabrielly Fernandes,999.36,366.571.679-97,38682,6/9/2019
Rodrigo Almeida,131.76,745.561.702-06,18346,6/25/2019
Samuel Ribeiro,253.38,270.384.184-16,26773,6/23/2019
Thiago Rodrigues,290.54,315.025.259-84,45592,6/15/2019
Breno Gomes,731.74,729.205.000-07,49329,6/25/2019
Anna Barros,549.74,884.170.355-59,34437,6/5/2019
Marisa Almeida,508.64,212.529.365-08,15666,6/23/2019
Rodrigo Ferreira,570.35,973.714.142-33,31537,6/8/2019
Amanda Gomes,481.69,247.785.561-19,13148,6/27/2019
Sarah Ribeiro,697.83,309.187.695-07,25610,6/9/2019
Laura Dias,741.14,552.863.477-62,40255,6/8/2019
Eduardo Pereira,606.12,244.163.132-25,18381,6/6/2019
Joao Melo,195.45,807.246.585-64,30406,6/8/2019
Lara Cavalcanti,907.35,994.147.451-65,26233,6/30/2019
Rafael Ferreira,224.47,459.614.120-75,34146,6/1/2019
Enzo Cunha,128.50,126.624.496-40,47830,6/19/2019
Aline Cunha,121.93,990.967.023-28,12750,6/30/2019
Vitór Barros,786.87,624.812.781-60,30641,6/23/2019
Antônio Dias,916.07,916.422.933-50,34224,6/27/2019
Emily Cunha,188.79,385.763.236-48,44183,6/13/2019
Luís Goncalves,234.08,473.802.825-14,24564,6/25/2019
Vitoria Souza,460.96,984.929.755-71,31214,6/19/2019
Leila Castro,247.44,883.806.588-84,31662,6/9/2019
Amanda Araujo,240.08,594.983.768-16,44915,6/14/2019
Tomás Lima,769.25,473.360.453-08,17989,6/9/2019
Aline Costa,788.24,616.642.704-26,49963,6/12/2019
Julieta Ribeiro,987.20,713.820.351-95,10289,6/6/2019
Mariana Lima,362.19,312.810.077-22,19100,6/2/2019
Júlia Cardoso,123.18,894.065.587-77,42430,6/5/2019
Letícia Barros,261.59,623.132.194-02,22036,6/28/2019
Evelyn Barros,463.36,747.911.105-36,28617,6/2/2019
Lara Santos,956.63,842.675.637-99,40697,6/9/2019
Miguel Lima,954.46,395.313.079-03,23070,6/27/2019
Carlos Alves,884.88,489.290.957-20,40480,6/12/2019
Luís Correia,475.31,616.571.156-15,31804,6/19/2019
Manuela Alves,237.54,616.799.604-07,22604,6/13/2019
Felipe Dias,704.71,833.809.363-75,45455,6/4/2019
Emily Goncalves,232.96,320.663.685-04,14139,6/19/2019
Luana Cunha,891.40,646.611.258-60,23746,6/2/2019
Sarah Pereira,500.84,431.727.688-72,36842,6/15/2019
Júlio Oliveira,195.91,149.431.133-03,18114,6/7/2019
Vitór Correia,394.88,958.013.831-15,29686,6/24/2019
Carlos Alves,537.05,398.948.957-78,18185,6/29/2019
Alex Dias,928.29,647.292.703-04,29615,6/6/2019
Júlio Barbosa,749.53,826.428.496-51,10470,6/9/2019
Felipe Cardoso,435.25,432.350.426-87,41537,6/24/2019
Lucas Melo,278.98,590.745.244-78,31685,6/9/2019
André Barros,476.76,890.934.963-87,34213,6/2/2019
Gabrielle Gomes,723.72,835.428.522-79,24966,6/20/2019
Breno Cunha,239.33,924.302.233-41,13049,6/28/2019
Renan Goncalves,395.30,800.388.590-68,38741,6/29/2019
Carlos Barros,128.22,836.467.885-00,20505,6/16/2019
Letícia Cardoso,763.80,802.546.545-41,16260,6/9/2019
Mariana Souza,726.02,760.287.826-45,29255,6/16/2019
Luis Castro,920.48,521.373.754-43,16606,6/27/2019
Ryan Cunha,134.99,902.010.037-83,32212,6/26/2019
Martim Sousa,904.31,467.884.559-37,46105,6/21/2019
Rodrigo Lima,340.19,349.900.283-33,37193,6/13/2019
Bianca Souza,289.43,892.109.858-50,25111,6/16/2019
Aline Araujo,107.47,868.521.179-44,37621,6/15/2019
Pedro Sousa,750.88,388.699.934-34,30404,6/18/2019
Livia Cardoso,645.78,237.921.900-10,39168,6/3/2019
Enzo Lima,571.23,120.623.949-26,22455,6/8/2019
Manuela Oliveira,186.70,451.697.578-59,23489,6/12/2019
Gabriela Correia,148.63,960.889.472-76,49365,6/4/2019
Sofia Dias,805.30,187.166.332-61,49044,6/24/2019
Miguel Melo,616.47,178.993.493-11,38011,6/1/2019
Mateus Martins,325.02,523.238.449-03,34879,6/4/2019
Martim Melo,673.50,333.118.510-80,37252,6/28/2019
Beatriz Azevedo,970.35,776.085.601-69,41198,6/9/2019
Anna Martins,908.82,471.728.645-65,10871,6/26/2019
Vitór Correia,774.99,566.451.889-86,43671,6/7/2019
Marisa Ribeiro,951.23,430.288.024-49,24033,6/15/2019
Nicole Santos,259.57,194.294.854-90,38373,6/24/2019
Clara Dias,410.35,138.674.614-22,12940,6/15/2019
Isabela Alves,832.10,694.215.230-75,21869,6/30/2019
Rebeca Goncalves,834.89,615.325.938-30,34146,6/8/2019
Erick Sousa,520.76,819.481.994-67,47752,6/8/2019
Otávio Pinto,195.23,236.463.675-20,45667,6/4/2019
Vitór Santos,769.34,526.202.340-18,39412,6/19/2019
Davi Cunha,526.33,962.979.350-41,43815,6/14/2019
Carla Ferreira,826.72,111.742.223-28,39035,6/19/2019
Melissa Rodrigues,280.70,162.851.839-10,48540,6/4/2019
Isabelle Melo,864.35,584.027.643-04,32326,6/7/2019
Carlos Barros,201.51,232.277.561-45,31251,6/2/2019
Beatrice Pinto,606.15,572.982.260-02,45319,6/12/2019
Diogo Cavalcanti,645.41,700.922.286-07,42631,6/25/2019
Eduarda Pinto,738.81,963.829.223-74,45377,6/7/2019
Giovana Araujo,478.53,124.611.277-94,43499,6/19/2019
Gabrielly Goncalves,806.05,292.048.177-04,11131,6/5/2019
Samuel Silva,732.17,577.759.652-58,23515,6/20/2019
Marisa Almeida,382.89,931.993.817-23,35252,6/21/2019
Joao Costa,144.89,494.988.182-58,23568,6/21/2019
Anna Costa,407.28,370.751.011-53,47031,6/6/2019
Leonardo Santos,445.67,724.755.512-24,11654,6/27/2019
Marina Barros,901.88,175.559.521-22,43651,6/30/2019
Carlos Goncalves,831.13,637.358.592-16,39046,6/27/2019
Julian Barros,521.21,536.804.263-99,15352,6/15/2019
Victor Correia,448.67,993.628.432-18,24415,6/17/2019
Gabriel Pereira,834.62,913.262.154-00,34753,6/28/2019
Ryan Azevedo,575.21,664.489.087-30,18103,6/9/2019
Rodrigo Rodrigues,116.21,743.432.649-20,32775,6/6/2019
Bianca Araujo,243.44,784.790.709-78,26813,6/22/2019
Clara Alves,491.30,322.081.209-06,23486,6/19/2019
Giovanna Silva,820.79,135.869.945-32,17557,6/20/2019
Rodrigo Silva,995.93,735.867.905-97,44904,6/8/2019
Mateus Cardoso,639.86,842.642.786-35,41027,6/9/2019
Sofia Rocha,830.98,456.843.961-27,45544,6/8/2019
Kauã Santos,746.70,411.591.685-04,25504,6/29/2019
Vinicius Almeida,340.61,196.855.401-79,26335,6/1/2019
Beatriz Souza,141.62,589.775.126-97,34621,6/12/2019
André Ferreira,973.56,560.382.935-40,37936,6/18/2019
Cauã Gomes,333.43,818.356.052-06,15839,6/7/2019
Erick Barbosa,970.52,352.204.024-47,26758,6/25/2019
Aline Martins,619.76,423.745.580-70,38991,6/4/2019
Martim Silva,811.79,415.700.345-40,37324,6/7/2019
Maria Castro,164.11,935.246.729-90,33871,6/18/2019
Kaua Azevedo,823.89,709.169.964-50,40681,6/4/2019
Vitoria Ribeiro,571.97,130.665.089-51,21656,6/13/2019
Amanda Rodrigues,275.91,352.075.971-32,22366,6/11/2019
Mateus Cavalcanti,654.64,387.094.388-23,44721,6/16/2019
Ana Barros,578.89,440.362.756-07,23427,6/11/2019
Livia Azevedo,504.90,813.532.383-26,28728,6/26/2019
Anna Pereira,376.87,509.249.605-31,44017,6/4/2019
Beatriz Carvalho,311.80,840.972.115-52,43572,6/27/2019
Livia Castro,575.80,211.067.886-05,30104,6/20/2019
Davi Sousa,126.19,257.425.782-02,25716,6/24/2019
Diogo Ferreira,957.32,563.919.694-77,39178,6/21/2019
Nicolash Souza,415.95,196.238.531-06,30503,6/27/2019
Breno Martins,537.58,791.390.909-90,29908,6/3/2019
Camila Cunha,268.72,699.471.711-91,21178,6/13/2019
Camila Azevedo,832.47,119.650.198-03,28254,6/8/2019
Martim Almeida,669.29,886.584.071-44,13368,6/9/2019
Lucas Ribeiro,182.73,359.784.076-06,40515,6/1/2019
Julieta Lima,708.28,892.596.770-76,24780,6/1/2019
Ryan Castro,144.62,223.162.944-56,34519,6/4/2019
Alice Melo,522.02,860.876.360-56,24894,6/19/2019
Cauã Sousa,389.38,593.482.219-57,48079,6/21/2019
Alice Sousa,809.71,827.093.050-46,12786,6/23/2019
Leila Ferreira,261.52,135.872.477-65,20461,6/14/2019
Kauê Barros,431.22,313.448.517-62,27273,6/23/2019
Murilo Melo,550.87,786.720.965-41,13807,6/16/2019
Diego Barbosa,733.10,915.615.677-44,30619,6/21/2019
Tânia Souza,234.63,862.448.950-45,12523,6/16/2019
Bruno Fernandes,790.20,773.585.278-95,28975,6/17/2019
Amanda Martins,129.31,626.836.389-22,36511,6/10/2019
Laura Oliveira,799.72,679.388.772-63,14598,6/3/2019
Caio Cavalcanti,827.15,918.870.725-35,46428,6/29/2019
André Cavalcanti,399.35,557.339.163-11,40623,6/13/2019
Kaua Pereira,971.07,405.965.898-75,29769,6/24/2019
Raissa Cavalcanti,273.57,751.298.609-26,11562,6/9/2019
Isabella Melo,560.87,446.196.279-25,12319,6/28/2019
Julia Costa,938.54,829.737.252-91,27965,6/18/2019
Vitória Silva,229.80,380.885.324-77,13878,6/4/2019
Bruna Sousa,225.11,753.589.010-51,44637,6/24/2019
Lavinia Lima,341.72,453.884.487-03,46485,6/22/2019
Thaís Cunha,117.93,246.005.979-58,29866,6/23/2019
Kai Gomes,377.20,276.562.669-33,13230,6/23/2019
Sarah Gomes,798.45,937.860.082-48,28934,6/8/2019
Nicole Souza,601.82,222.166.244-03,47119,6/8/2019
Giovanna Araujo,774.03,108.938.319-30,35982,6/21/2019
Tomás Rocha,339.35,501.640.606-50,23061,6/25/2019
Bianca Almeida,145.17,379.627.265-71,19270,6/4/2019
Leonardo Souza,820.62,943.827.697-10,33846,6/18/2019
Gabrielle Sousa,592.46,787.433.029-39,30671,6/16/2019
Danilo Souza,355.12,491.000.837-39,11172,6/2/2019
Vinicius Cardoso,494.02,714.621.208-49,11576,6/9/2019
Larissa Souza,617.85,120.704.483-04,33186,6/11/2019
Diogo Fernandes,217.14,267.518.719-45,38256,6/28/2019
Vinícius Fernandes,466.17,495.596.996-87,36974,6/25/2019
Sofia Araujo,629.86,747.312.068-98,15167,6/14/2019
Rebeca Oliveira,433.11,783.509.387-14,16183,6/30/2019
Rafael Cunha,211.89,952.647.929-76,23071,6/11/2019
Julian Martins,788.89,361.102.550-09,32994,6/22/2019
Livia Barros,997.59,162.159.339-88,18011,6/24/2019
Erick Silva,722.04,460.267.984-63,33566,6/13/2019
Marina Almeida,739.98,931.008.746-33,35495,6/8/2019
Melissa Almeida,102.45,748.097.021-89,24695,6/28/2019
Giovanna Oliveira,829.88,976.110.257-24,10588,6/1/2019
Otávio Cavalcanti,900.72,722.189.682-82,27662,6/19/2019
Vinicius Almeida,679.27,213.273.839-42,22967,6/12/2019
Nicole Ribeiro,579.02,447.501.155-84,44751,6/10/2019
Eduardo Ferreira,951.28,566.180.210-22,32781,6/5/2019
Rafaela Cavalcanti,239.67,523.656.324-08,24801,6/13/2019
Otávio Almeida,981.64,343.154.380-49,11969,6/29/2019
Vinícius Ribeiro,570.08,819.292.516-10,29217,6/17/2019
Rebeca Ferreira,790.65,405.540.019-50,16379,6/13/2019
Julia Carvalho,558.60,460.989.218-90,44371,6/7/2019
Diogo Martins,721.42,679.423.628-17,28955,6/2/2019
Cauã Goncalves,406.83,593.916.687-39,16622,6/26/2019
Isabelle Lima,205.97,872.069.096-71,41469,6/7/2019
Nicolas Rodrigues,963.51,221.900.080-00,25857,6/16/2019
Victor Souza,979.98,826.580.298-61,20880,6/1/2019
Fernanda Cavalcanti,743.27,994.108.446-73,22800,6/16/2019
Carlos Martins,187.79,760.551.544-80,31909,6/8/2019
Sophia Azevedo,181.45,927.357.963-96,10239,6/3/2019
Gabrielle Ribeiro,882.14,875.509.540-20,26827,6/18/2019
Rafaela Ferreira,704.35,949.529.795-80,17470,6/8/2019
Kauã Gomes,906.38,358.583.318-74,47751,6/22/2019
Vinícius Ferreira,172.11,611.815.988-26,29209,6/11/2019
Sofia Ferreira,171.56,679.702.723-39,17078,6/27/2019
Beatriz Barros,540.10,245.869.673-23,14921,6/28/2019
Marina Sousa,925.00,412.722.380-40,10893,6/12/2019
Ryan Souza,939.38,954.410.172-10,44534,6/27/2019
Otávio Cardoso,391.51,520.795.211-01,25786,6/16/2019
Julian Correia,184.67,715.797.061-93,35232,6/28/2019
Bruno Martins,419.20,788.940.986-99,49039,6/2/2019
Pedro Rocha,568.65,590.999.577-42,11544,6/2/2019
Samuel Gomes,999.50,335.298.398-41,39969,6/23/2019
Otávio Cardoso,434.71,168.117.900-83,36222,6/20/2019
Anna Goncalves,155.22,912.265.049-06,35447,6/15/2019
Beatrice Pereira,651.47,299.642.530-87,22808,6/2/2019
